City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
270,Alta Floresta,BR,2021-09-18 02:19:44,-9.8756,-56.0861,80.53,50,67,3.62
271,Hay River,CA,2021-09-18 02:17:11,60.8156,-115.7999,48.61,71,100,9.55
272,Sebrovo,RU,2021-09-18 02:19:45,50.0981,43.2976,50.5,52,100,10.22
273,Kavaratti,IN,2021-09-18 02:19:45,10.5669,72.642,81.07,79,39,11.92
274,Bichena,ET,2021-09-18 02:19:45,10.45,38.2,51.15,79,16,3.58
275,Pangnirtung,CA,2021-09-18 02:19:45,66.1451,-65.7125,33.48,84,100,1.95
276,Upata,VE,2021-09-18 02:19:46,8.0086,-62.3989,70.79,95,39,4.03
277,Wroclaw,PL,2021-09-18 02:19:46,51.1,17.0333,58.5,87,100,1.99
278,Porbandar,IN,2021-09-18 02:17:04,21.6422,69.6093,80.19,86,95,7.36
279,Nizhniy Kuranakh,RU,2021-09-18 02:19:46,58.8353,125.4869,39.11,86,100,14.03
280,Teya,RU,2021-09-18 02:19:46,60.3778,92.6267,52.02,78,100,7.94
281,Verkhnevilyuysk,RU,2021-09-18 02:19:47,63.4453,120.3167,41.99,57,100,11.16
282,Camana,PE,2021-09-18 02:19:47,-16.6228,-72.7111,61.72,82,100,7.09
283,Athabasca,CA,2021-09-18 02:16:15,54.7169,-113.2854,50.31,39,100,6.82
284,Omsukchan,RU,2021-09-18 02:19:47,62.5333,155.8,47.34,70,68,11.05
285,Callaguip,PH,2021-09-18 02:19:47,18.0714,120.4867,83.98,71,76,3.4
286,Ambilobe,MG,2021-09-18 02:19:48,-13.2,49.05,67.69,86,42,2.28
287,Chapais,CA,2021-09-18 02:19:48,49.7834,-74.8492,64.81,63,18,15.9
288,Lavrentiya,RU,2021-09-18 02:19:48,65.5833,-171.0,42.35,65,91,10.94
289,Sao Filipe,CV,2021-09-18 02:19:48,14.8961,-24.4956,78.67,78,52,6.69
290,Malakal,SS,2021-09-18 02:19:49,9.5334,31.6605,70.36,98,100,5.5
291,Kungurtug,RU,2021-09-18 02:19:49,50.5994,97.5228,55.63,47,16,0.81
292,Weyburn,CA,2021-09-18 02:15:42,49.6668,-103.8511,57.18,19,100,11.43
293,Tessalit,ML,2021-09-18 02:19:49,20.1986,1.0114,87.46,14,3,6.29
294,Imbituba,BR,2021-09-18 02:19:49,-28.24,-48.6703,62.47,98,100,10.09
295,Kutum,SD,2021-09-18 02:19:50,14.2,24.6667,74.35,40,89,1.63
